url,linked from,server response,redirect link,replacement link
http://bostonreview.net/BR26.2/antin.html,/epc/authors/antin/index.html,301,http://bostonreview.net/archives/BR26.2/antin.html,
http://poemsandpoetics.blogspot.com/2009/11/david-antin-from-words-to-wise-2-poems.html,/epc/authors/antin/index.html,200,,
http://www.goldenhandcuffsreview.com/gh19content/antin.pdf,/epc/authors/antin/index.html,200,,
http://jacket2.org/commentary/%E2%80%9C-interview-david-antin-spring-2013%E2%80%9D-conducted-stephen-fredman,/epc/authors/antin/index.html,200,,
http://www.iath.virginia.edu/pmc/text-only/issue.593/antin.593,/epc/authors/antin/index.html,301,http://pmc.iath.virginia.edu/text-only/issue.593/antin.593,
http://writing.upenn.edu/epc/authors/antin/Antin-David_Mchale_Brian_2004.pdf,/epc/authors/antin/index.html,200,,
http://tabletmag.com/jewish-arts-and-culture/books/188685/talmudic-improv-david-antin,/epc/authors/antin/index.html,403,,http://web.archive.org/web/20170613112201/http://www.tabletmag.com/jewish-arts-and-culture/books/188685/talmudic-improv-david-antin
https://jacket2.org/reviews/anarchic-inventions-making-poetry-present,/epc/authors/antin/index.html,200,,
http://www.goldenhandcuffsreview.com/gh15content/Aji.pdf,/epc/authors/antin/index.html,200,,
http://www.goldenhandcuffsreview.com/gh15content/Lazer.pdf,/epc/authors/antin/index.html,200,,
http://jacketmagazine.com/22/bergv-antin.html,/epc/authors/antin/index.html,200,,
http://americanculturaltreasures.blogspot.com/2010/02/answering-sphinx.html,/epc/authors/antin/index.html,200,,
http://www.sandiegoreader.com/news/2011/aug/10/feature-talking-poet-david-antin/,/epc/authors/antin/index.html,301,https://www.sandiegoreader.com/news/2011/aug/10/feature-talking-poet-david-antin/,
http://web.archive.org/web/20070807103215/http://www.centerforbookculture.org/review/01_1.html,/epc/authors/antin/index.html,200,,
http://www.archive.org,/epc/authors/antin/index.html,302,http://www.archive.org/,
http://www.burningdeck.com/catalog/armantrout.html,/epc/authors/armantrout/bio.html,301,http://burningdeck.com/catalog/armantrout.html,
http://www-sul.stanford.edu/depts/hasrg/ablit/amerlit/armant.html,/epc/authors/armantrout/index.html,301,http://library.stanford.edu/,
http://www.poetryfoundation.org/bio/rae-armantrout,/epc/authors/armantrout/index.html,301,https://www.poetryfoundation.org/bio/rae-armantrout,
https://www.poets.org/poet.php/prmPID/1134,/epc/authors/armantrout/index.html,301,https://www.poets.org/poetsorg/poet/rae-armantrout,
http://versedreader.site.wesleyan.edu/,/epc/authors/armantrout/index.html,200,,
http://www.writing.upenn.edu/pennsound/x/Armantrout.php,/epc/authors/armantrout/index.html,200,,
http://www.wavecomposition.com/article/issue-3/exit-row-armantrout/,/epc/authors/armantrout/index.html,200,,
http://english.utah.edu/eclipse/projects/EXTREMITIES/extremities.html,/epc/authors/armantrout/index.html,302,https://english.utah.edu/eclipse/projects/EXTREMITIES/extremities.html,
http://www.webdelsol.com/Facture/poems/raearmantrout.htm,/epc/authors/armantrout/index.html,200,,
http://www.epoetry.org/issues/issue3/text/cnotes/ra.html,/epc/authors/armantrout/index.html,200,,
http://www.jacketmagazine.com/12/arman.html,/epc/authors/armantrout/index.html,200,,
http://web.archive.org/web/20070208124126/http://www.scc.rutgers.edu/however/print_archive/rathrough.html,/epc/authors/armantrout/index.html,200,,
http://www.archive.org,/epc/authors/armantrout/index.html,302,http://www.archive.org/,
http://web.archive.org/web/20070208124408/http://www.scc.rutgers.edu/however/print_archive/rafiction.html,/epc/authors/armantrout/index.html,200,,
http://www.durationpress.com/authors/armantrout/home.html,/epc/authors/armantrout/index.html,403,,http://web.archive.org/web/20170428041002/http://www.durationpress.com:80/authors/armantrout/home.html
http://versedreader.site.wesleyan.edu/files/2011/08/Poetic-Silence.pdf,/epc/authors/armantrout/index.html,200,,
http://web.archive.org/web/20070208124157/http://www.scc.rutgers.edu/however/print_archive/alerts0285.html,/epc/authors/armantrout/index.html,200,,
http://web.archive.org/web/20040306052350/http://www.writenet.org/poetschat/poetschat_ra1198.html,/epc/authors/armantrout/index.html,200,,
http://writing.upenn.edu/epc/authors/bernstein/blog/achive-2009.html#03-17-09,/epc/authors/armantrout/index.html,404,,
http://poemsandpoetics.blogspot.com/2010/03/marjorie-perloff-afterword-for-rae.html,/epc/authors/armantrout/index.html,200,,
http://www.bookforum.com/inprint/016_01/3536,/epc/authors/armantrout/index.html,302,https://www.bookforum.com/inprint/016_01/3536,
http://web.archive.org/web/20070208124342/http://www.scc.rutgers.edu/however/print_archive/ranotes.html,/epc/authors/armantrout/index.html,200,,
http://www.epoetry.org/issues/issue4/text/cnotes/muratori.htm,/epc/authors/armantrout/index.html,200,,
http://www.jacketmagazine.com/18/alex-arma.html,/epc/authors/armantrout/index.html,200,,
http://web.archive.org/web/20041020092629/http://www.burningpress.org/armantrout/,/epc/authors/armantrout/index.html,200,,
http://web.archive.org/web/20041015002511/www.burningpress.org/armantrout/lazer.pdf,/epc/authors/armantrout/index.html,200,,
http://www.jacketmagazine.com/12/cope-r-arma.html,/epc/authors/armantrout/index.html,200,,
http://www.flowchartfoundation.org/arc/home/,/epc/authors/ashbery/index.html,200,,
http://www.writing.upenn.edu/pennsound/x/Ashbery.html,/epc/authors/ashbery/index.html,301,http://writing.upenn.edu/pennsound/x/Ashbery.php,
http://www.text-works.org/Texts/Ashbery/JA-Sk_data/JA-Sk_EdN.html,/epc/authors/ashbery/index.html,200,,
http://www.wavecomposition.com/article/issue-3/not-beyond-all-conjecture-ashbery/,/epc/authors/ashbery/index.html,200,,
http://www.jacketmagazine.com/02/ashb.html,/epc/authors/ashbery/index.html,200,,
http://www.conjunctions.com/archives/c21-ja.htm,/epc/authors/ashbery/index.html,404,,http://web.archive.org/web/20001001141920/http://www.conjunctions.com:80/archives/c21-ja.htm
http://www.conjunctions.com/archives/c19-ja.htm,/epc/authors/ashbery/index.html,404,,http://web.archive.org/web/20001101222332/http://www.conjunctions.com:80/archives/c19-ja.htm
http://www.english.upenn.edu/~afilreis/88/grapevine.html,/epc/authors/ashbery/index.html,301,http://www.writing.upenn.edu/~afilreis/88/grapevine.html,
http://www.english.upenn.edu/~afilreis/88/some-trees.html,/epc/authors/ashbery/index.html,301,http://www.writing.upenn.edu/~afilreis/88/some-trees.html,
http://www.english.upenn.edu/~afilreis/88/what-is-poetry.html,/epc/authors/ashbery/index.html,301,http://www.writing.upenn.edu/~afilreis/88/what-is-poetry.html,
http://web.archive.org/web/19991023050651/http://redfrog.norconnect.no/~poems/poems/00102.html,/epc/authors/ashbery/index.html,200,,
http://www.jacketmagazine.com/02/jaiv1985.html,/epc/authors/ashbery/index.html,200,,
http://www.jacketmagazine.com/02/jaiv1988.html,/epc/authors/ashbery/index.html,200,,
http://web.archive.org/web/20021201183259/http://www.writenet.org/poetschat/poetschat_jashbery.html,/epc/authors/ashbery/index.html,200,,
http://www.poetryfoundation.org/bio/john-ashbery,/epc/authors/ashbery/index.html,301,https://www.poetryfoundation.org/bio/john-ashbery,
http://www.english.uiuc.edu/maps/poets/a_f/ashbery/ashbery.htm,/epc/authors/ashbery/index.html,301,http://www.english.illinois.edu/maps/poets/a_f/ashbery/ashbery.htm,
http://en.wikipedia.org/wiki/John_Ashbery,/epc/authors/ashbery/index.html,301,https://en.wikipedia.org/wiki/John_Ashbery,
http://www.poets.org/poet.php/prmPID/238,/epc/authors/ashbery/index.html,301,https://www.poets.org/poet.php/prmPID/238,
http://www.conjunctions.com/,/epc/authors/ashbery/index.html,200,,
http://www.conjunctions.com/archives/c49-rs.htm,/epc/authors/ashbery/index.html,404,,http://web.archive.org/web/20160328165834/http://www.conjunctions.com/archives/c49-rs.htm
http://www.conjunctions.com/archives/c49-cb.htm,/epc/authors/ashbery/index.html,404,,http://web.archive.org/web/20170502094534/http://www.conjunctions.com:80/archives/c49-cb.htm
http://www.conjunctions.com/archives/c49-kk.htm,/epc/authors/ashbery/index.html,404,,http://web.archive.org/web/20160328155122/http://www.conjunctions.com/archives/c49-kk.htm
http://www.jacketmagazine.com/02/index.html,/epc/authors/ashbery/index.html,200,,
http://erea.revues.org/176,/epc/authors/ashbery/index.html,301,http://journals.openedition.org/erea/176,
http://journals.chapman.edu/ojs/index.php/TAB-Journal/article/download/419/756,/epc/authors/ashbery/index.html,200,,
http://writing.upenn.edu/epc/authors/schultz/tribe,/epc/authors/ashbery/index.html,301,http://writing.upenn.edu/epc/authors/schultz/tribe/,
http://www.writing.upenn.edu/pennsound/,/epc/authors/baraka/index.html,200,,
http://www.english.illinois.edu/MAPS/poets/a_f/baraka/onlinepoems.htm,/epc/authors/baraka/index.html,200,,
http://writing.upenn.edu/pennsound/x/Baraka.html,/epc/authors/baraka/index.html,301,http://writing.upenn.edu/pennsound/x/Baraka.php,
http://en.wikipedia.org/wiki/Amiri_Baraka,/epc/authors/baraka/index.html,301,https://en.wikipedia.org/wiki/Amiri_Baraka,
http://www.poetryfoundation.org/bio/amiri-baraka,/epc/authors/baraka/index.html,301,https://www.poetryfoundation.org/bio/amiri-baraka,
http://www.english.uiuc.edu/maps/poets/a_f/baraka/baraka.htm,/epc/authors/baraka/index.html,301,http://www.english.illinois.edu/maps/poets/a_f/baraka/baraka.htm,
http://writing.upenn.edu/epc/authors/basinski/idyll/idyll_3.html,/epc/authors/basinski/idyll/idyll_2.html,200,,
http://writing.upenn.edu/epc/authors/basinski/idyll/index.html,/epc/authors/basinski/idyll/idyll_2.html,200,,
http://www.thing.net/~grist/l&d/biennial/b-mb.htm,/epc/authors/basinski/index.html,200,,
http://www.thing.net/~grist/lnd/basinski/mbasinp1.htm,/epc/authors/basinski/index.html,200,,
http://www.thing.net/~grist/l&d/basinski/bsnskia1.htm,/epc/authors/basinski/index.html,200,,
http://writing.upenn.edu/spc/alyric/alyric12.html,/epc/authors/basinski/index.html,404,,
http://web.archive.org/web/20030210093154/http://home.earthlink.net/~kunos/Basinski/cartoem.html,/epc/authors/basinski/index.html,200,,
http://www.archive.org,/epc/authors/basinski/index.html,302,http://www.archive.org/,
http://writing.upenn.edu/AandL/english/pubs/spc/cartograffiti/contents/issue1/visual/mbtxt.html,/epc/authors/basinski/index.html,404,,
http://www.thing.net/~grist/l&d/bpnichol/tta/ttamb.htm,/epc/authors/basinski/index.html,200,,
http://www.thing.net/~grist/l&d/bsinski2.htm,/epc/authors/basinski/index.html,200,,
http://www.heelstone.com/meridian,/epc/authors/basinski/index.html,301,http://www.heelstone.com/meridian/,
http://www.ubu.com,/epc/authors/basinski/index.html,200,,
http://www.pipeline.com/~toth/performance/ebma/basinski_atmos.htm,/epc/authors/basinski/index.html,200,,
http://web.archive.org/web/20050214180246/http://www.burningpress.org/va/exper/exper06.html#bas/2pi,/epc/authors/basinski/index.html,200,,
http://web.archive.org/web/20050214180503/http://www.burningpress.org/va/exper/exper16a.html#bas/elf,/epc/authors/basinski/index.html,200,,
http://web.archive.org/web/20050209141713/http://burningpress.org/va/pote/potez06.html#bas/ero,/epc/authors/basinski/index.html,200,,
http://web.archive.org/web/20050214180432/http://www.burningpress.org/va/exper/exper14.html#bas/tvv,/epc/authors/basinski/index.html,200,,
http://web.archive.org/web/20021216193150/http://www.acsu.buffalo.edu/~foust/A1.html#concrete,/epc/authors/basinski/index.html,200,,
http://www.fillingstation.ca/,/epc/authors/beaulieu/index.html,405,,
http://www.dandelionmagazine.ca/,/epc/authors/beaulieu/index.html,301,http://dandelionmagazine.ca/,
http://www.lib.sfu.ca/about/collections/specificcollections/specialcollections/sfuclc.htm,/epc/authors/beaulieu/index.html,301,https://www.lib.sfu.ca/about/collections/specificcollections/specialcollections/sfuclc.htm,
http://www.logolalia.com/minimalistconcretepoetry/archives/cat_beaulieu_derek.html,/epc/authors/beaulieu/index.html,200,,
http://www.drunkenboat.com/db8/canadapoetry/beaulieu/,/epc/authors/beaulieu/index.html,200,,
http://10000tw.blogspot.com/2006/04/2-lj-e-derek-beaulieu.html,/epc/authors/beaulieu/index.html,200,,
http://www.commutiny.net/lexiconjury/beaulieu.html,/epc/authors/beaulieu/index.html,301,http://commutiny.net/lexiconjury/beaulieu.html,
http://www.ubu.com/papers/beaulieu_concrete_commentary.pdf,/epc/authors/beaulieu/index.html,200,,
http://www.ubu.com/papers/kg_ol_beaulieu.html,/epc/authors/beaulieu/index.html,200,,
http://www.danforthreview.com/features/interviews/darren_wershlerhenry.htm,/epc/authors/beaulieu/index.html,303,http://thedanforthreview.blogspot.ca/features/interviews/darren_wershlerhenry.htm,
http://www.nypoesi.net/?id=tekst&no=31,/epc/authors/beaulieu/index.html,200,,
http://www.geocities.com/SoHo/Cafe/1492/spr-stuff/text0042.html,/epc/authors/beaulieu/index.html,404,,http://web.archive.org/web/20091020175020/http://geocities.com/SoHo/Cafe/1492/spr-stuff/text0042.html
http://publish.uwo.ca/~fdavey/c/12.4.htm,/epc/authors/beaulieu/index.html,200,,
http://web.archive.org/web/20070817234314/http://www.themercurypress.ca/poetry/shiftswitch/,/epc/authors/beaulieu/index.html,200,,
http://www.archive.org,/epc/authors/beaulieu/index.html,302,http://www.archive.org/,
http://www.nypoesi.net/?id=tekst&no=23,/epc/authors/beaulieu/index.html,200,,
http://www.notesandqueries.ca/index.php?option=com_content&task=view&id=58&Itemid=47,/epc/authors/beaulieu/index.html,301,http://notesandqueries.ca/?option=com_content&task=view&id=58&Itemid=47,
http://www.notesandqueries.ca/index.php?option=com_content&task=view&id=59&Itemid=47,/epc/authors/beaulieu/index.html,301,http://notesandqueries.ca/?option=com_content&task=view&id=59&Itemid=47,
http://www.notesandqueries.ca/index.php?option=com_content&task=view&id=61&Itemid=47,/epc/authors/beaulieu/index.html,301,http://notesandqueries.ca/?option=com_content&task=view&id=61&Itemid=47,
http://www.ottawaxpress.ca/books/books.aspx?iIDArticle=8153,/epc/authors/beaulieu/index.html,404,,http://web.archive.org/web/20110831195500/http://www.ottawaxpress.ca:80/books/books.aspx?iIDArticle=8153
http://ronsilliman.blogspot.com/2006/01/one-way-to-start-new-year-is-to-take.html,/epc/authors/beaulieu/index.html,301,https://ronsilliman.blogspot.com/2006/01/one-way-to-start-new-year-is-to-take.html,
http://writing.upenn.edu/epc/authors/bee/images/Childhood%27s-End-06-72dpi.jpg,/epc/authors/bee/2006-08.html,200,,
http://epc.buffalo.edu/display/copyright.html,/epc/authors/bee/2015.html,301,http://writing.upenn.edu/epc/,
http://epc.buffalo.edu/,/epc/authors/bee/2015.html,301,http://writing.upenn.edu/epc/,
http://epc.buffalo.edu/display/copyright.html,/epc/authors/bee/2017.html,301,http://writing.upenn.edu/epc/,
http://epc.buffalo.edu/,/epc/authors/bee/2017.html,301,http://writing.upenn.edu/epc/,
http://epc.buffalo.edu/display/copyright.html,/epc/authors/bee/2018.html,301,http://writing.upenn.edu/epc/,
http://epc.buffalo.edu/,/epc/authors/bee/2018.html,301,http://writing.upenn.edu/epc/,
http://writing.upenn.edu/epc/authors/bee/images/Gulliver,/epc/authors/bee/early.html,404,,
http://writing.upenn.edu/epc/authors/bee/images/wb/WB-Bee-1.jpg,/epc/authors/bee/images/wb/bee.html,200,,
http://writing.upenn.edu/epc/authors/bee/images/wb/WB-Bee-2.JPG,/epc/authors/bee/images/wb/bee.html,200,,
http://writing.upenn.edu/epc/authors/bee/images/wb/WB-Bee-3.jpg,/epc/authors/bee/images/wb/bee.html,200,,
http://writing.upenn.edu/epc/authors/bee/images/wb/WB-Bee-4.jpg,/epc/authors/bee/images/wb/bee.html,200,,
http://writing.upenn.edu/epc/authors/bee/images/wb/WB-Bee-5.jpg,/epc/authors/bee/images/wb/bee.html,200,,
http://bombsite.com/issues/124/articles/7212,/epc/authors/bee/index.html,503,,
http://coldfrontmag.com/wordworks-from-the-1970s-and-1980s-by-susan-bee/,/epc/authors/bee/index.html,200,,
http://www.brooklynrail.org/2013/03/artseen/breathing-room,/epc/authors/bee/index.html,301,https://www.brooklynrail.org/2013/03/artseen/breathing-room,
http://brooklynrail.org/2014/09/criticspage/frames-bee,/epc/authors/bee/index.html,301,https://brooklynrail.org/2014/09/criticspage/frames-bee,
http://www.brooklynrail.org/2015/05/criticspage/threadsuns,/epc/authors/bee/index.html,301,https://www.brooklynrail.org/2015/05/criticspage/threadsuns,
http://writing.upenn.edu/pepc/meaning/01/susanbee.html,/epc/authors/bee/index.html,200,,
http://writing.upenn.edu/pepc/meaning/,/epc/authors/bee/index.html,200,,
http://www.brooklynrail.org/2014/06/criticspage/susan-bee-june2014,/epc/authors/bee/index.html,301,https://www.brooklynrail.org/2014/06/criticspage/susan-bee-june2014,
http://www.writing.upenn.edu/pepc/meaning/04/forum.html#bee,/epc/authors/bee/index.html,200,,
http://www.writing.upenn.edu/pepc/meaning/05/meaning-online-5.html#bee,/epc/authors/bee/index.html,200,,
http://www.writing.upenn.edu/pepc/meaning/MEANING-2016.pdf,/epc/authors/bee/index.html,200,,
https://theracialimaginary.org/issue/the-whiteness-issue/susan-bee/,/epc/authors/bee/index.html,200,,
http://brooklynrail.org/2007/5/artseen/susan-bee,/epc/authors/bee/index.html,301,https://brooklynrail.org/2007/5/artseen/susan-bee,
http://www.thecapilanoreview.ca/issues/issue-3-12/,/epc/authors/bee/index.html,200,,
http://jacket2.org/commentary/susan-bee-and-raphael-rubinstein,/epc/authors/bee/index.html,200,,
http://culturecatch.com/art/susan-bee-interview,/epc/authors/bee/index.html,200,,
http://www.belladonnaseries.org/the-elders-series/,/epc/authors/bee/index.html,200,,
http://www.eratiopostmodernpoetry.com/issue15_Susan_Bee.html,/epc/authors/bee/index.html,200,,
https://hyperallergic.com/435959/mira-schor-susan-bee-meaning/,/epc/authors/bee/index.html,403,,http://web.archive.org/web/20180728223321/https://hyperallergic.com/435959/mira-schor-susan-bee-meaning/
http://jacket2.org/commentary/doomed-win-susan-bee-paintings-early-1980s,/epc/authors/bee/index.html,200,,
http://femmesfollesnebraska.tumblr.com/post/92820302422/susan-bee-artist,/epc/authors/bee/index.html,200,,
https://magicpraxis.com/2017/11/10/episode-10-susan-bee/,/epc/authors/bee/index.html,200,,
https://jacket2.org/commentary/susan-bee-conversation-phong-bui,/epc/authors/bee/index.html,200,,
http://writing.upenn.edu/pennsound/x/Bee.php,/epc/authors/bee/index.html,200,,
http://temporaryartreview.com/the-sacred-and-profane-love-machine-an-interview-with-susan-bee/,/epc/authors/bee/index.html,403,,http://web.archive.org/web/20160916192726/http://temporaryartreview.com/the-sacred-and-profane-love-machine-an-interview-with-susan-bee/
http://womr.org/podcast/artist-susan-bee/,/epc/authors/bee/index.html,403,,
http://x-peri.blogspot.com/2016/05/susan-bee-monster-mitt.html?spref=fb,/epc/authors/bee/index.html,200,,
http://www.belladonnaseries.org/chaplets/,/epc/authors/bee/index.html,200,,
http://www.litmuspress.org/books/fabulas-feminae/,/epc/authors/bee/index.html,301,https://www.litmuspress.org/books/fabulas-feminae/,
http://chax.org/book/the-invention-tree-by-jerome-mcgann-and-susan-bee/,/epc/authors/bee/index.html,301,https://chax.org/book/the-invention-tree-by-jerome-mcgann-and-susan-bee/,
http://sibila.com.br/poemas/entre/3069,/epc/authors/bee/index.html,200,,
http://www.writing.upenn.edu/library/Bee-Rothenberg_Burning-Babe.pdf,/epc/authors/bee/index.html,200,,
http://www.poetscritics.org/2016/04/14/johanna-druckers-collaboration-with-susan-bee-a-girls-life/,/epc/authors/bee/index.html,301,https://www.poetscritics.org/2016/04/14/johanna-druckers-collaboration-with-susan-bee-a-girls-life/,
http://www.granarybooks.com/books/bed_hangings/bed_hangings1.html,/epc/authors/bee/index.html,200,,
http://www.ubu.com/contemp/bb/log_01.html,/epc/authors/bee/index.html,200,,
http://epc.buffalo.edu/authors/bernstein/orphan/,/epc/authors/bee/index.html,301,http://writing.upenn.edu/epc/,
http://www.artistsbooksonline.org/works/loan.xml,/epc/authors/bee/index.html,200,,
http://www.granarybooks.com/pages.php?which_page=product_view&which_product=5,/epc/authors/bee/index.html,200,,
